"","Blood","TumorCore","TumorEdge"
"RP11-539L10.2",267,76,217
"S100P",19,5,12
"MRFAP1L1",500,362,565
"BLOC1S4",949,519,823
"KIAA0232",267,298,461
"TBC1D14",289,131,313
"AC097382.5",2,0,0
"RN7SKP292",24,3,5
"RP11-367J11.2",2,2,1
"CCDC96",14,2,6
"TADA2B",95,64,102
"GRPEL1",496,421,787
"RP11-367J11.3",34,14,22
"SORCS2",0,0,1
"PSAPL1",0,0,0
"AFAP1-AS1",1,2,1
"AFAP1",74,64,116
"AC097381.1",0,3,1
"ABLIM2",14,4,14
"GMPSP1",18,7,11
"SH3TC1",42,154,160
"HTRA3",0,0,1
"RP11-774O3.3",15,15,12
"ACOX3",72,95,126
"TRMT44",58,47,58
"RP11-689P11.2",1,0,5
"RP11-1396O13.1",0,0,1
"RP11-1396O13.2",0,0,0
"SLC2A9",18,3,12
"RP11-448G15.1",0,0,0
"RP11-448G15.3",43,8,17
"WDR1",2039,1533,2706
"ZNF518B",155,86,138
"CLNK",5,273,340
"RNPS1P1",6,13,13
"HS3ST1",2,14,16
"RP11-281P23.1",0,1,1
"RP11-22A3.2",3,1,1
"RP11-22A3.1",2,0,1
"HSP90AB2P",2,8,9
"RAB28",244,222,409
"BOD1L1",698,776,1026
"AC006445.6",0,1,0
"AC007126.1",0,0,0
"RP11-669M16.1",0,0,0
"LINC00504",21,23,44
"CPEB2-AS1",0,0,1
"CPEB2",29,51,67
"RP11-665G4.1",0,2,5
"C1QTNF7",0,0,0
"CC2D2A",5,1,3
"RP11-799M12.2",1,3,3
"FBXL5",655,432,763
"FAM200B",1010,498,828
"BST1",6,4,7
"RP11-442P12.2",0,0,2
"CD38",51,180,447
"FGFBP1",1,0,0
"FGFBP2",455,110,82
"PROM1",0,0,0
"TAPT1",115,70,117
"TAPT1-AS1",9,1,3
"RPS21P4",78,30,59
"LDB2",2,24,13
"QDPR",369,213,318
"LAP3",380,437,867
"AC006160.5",2,13,6
"MED28",1062,794,1243
"FAM184B",64,53,56
"DCAF16",331,184,323
"NCAPG",4,15,36
"LCORL",209,161,244
"RP13-585F24.1",245,67,118
"SLIT2",0,0,0
"PACRGL",69,34,54
"RP11-362J17.1",2,0,0
"RP11-10G12.1",5,2,8
"GBA3",0,0,0
"CDC42P6",71,43,60
"PPARGC1A",0,0,0
"DHX15",375,377,647
"ATP5LP3",2,3,2
"RP11-496D24.2",0,0,0
"SOD3",0,0,0
"CCDC149",0,0,0
"LGI2",1,0,0
"SEPSECS",48,37,77
"SEPSECS-AS1",171,95,155
"RP11-660M5.1",1,0,1
"ZCCHC4",73,44,100
"ANAPC4",252,212,386
"SLC34A2",0,0,0
"MTND4P9",0,0,0
"SEL1L3",347,410,674
"RP11-302F12.10",0,1,1
"SMIM20",721,290,481
"RP13-494C23.1",0,0,0
"RP11-324H7.1",0,2,1
"RBPJ",965,1939,3989
"TBC1D19",72,124,163
"STIM2",804,466,737
"RP11-293A21.1",22,16,34
"PCDH7",0,0,0
"RP11-734I18.1",2,0,1
"ARAP2",893,948,2021
"RP11-431M7.3",5,18,44
"DTHD1",180,337,616
"C4orf19",1,1,1
"RP11-36B15.1",0,2,6
"RELL1",54,45,61
"RP11-9D8.1",10,5,5
"PGM2",183,177,265
"RP11-177C12.1",1,0,2
"TBC1D1",487,343,621
"PTTG2",1,2,6
"MRPS33P2",0,2,2
"RP11-83C7.1",4,0,0
"LINC01259",1,0,0
"KLF3-AS1",133,7,11
"KLF3",1854,493,945
"TLR10",4,3,3
"TLR1",87,29,44
"TLR6",15,14,29
"FAM114A1",0,7,0
"TMEM156",482,328,641
"KLHL5",170,139,230
"RP11-360F5.3",0,2,0
"WDR19",38,11,14
"RFC1",1129,873,1371
"KLB",3,2,9
"RPL9",90263,24950,38289
"LIAS",378,141,217
"RP11-472B18.1",1,0,2
"UGDH",156,88,149
"UGDH-AS1",6,1,7
"SMIM14",368,183,248
"RP11-539G18.3",1,1,5
"UBE2K",870,855,1239
"RN7SL558P",1,4,3
"PDS5A",583,323,643
"RP11-333E13.2",49,34,64
"PABPC1P1",6,2,3
"RP11-333E13.4",2,1,4
"N4BP2",533,369,703
"RP11-395I6.3",42,9,26
"RHOH",2147,2540,3799
"RP11-395I6.2",0,1,0
"AC195454.1",8,7,17
"CHRNA9",0,1,1
"RBM47",1,11,8
"RP11-588L15.1",0,2,1
"NSUN7",1,0,1
"APBB2",0,1,1
"UCHL1",0,2,6
"LIMCH1",1,0,1
"TMEM33",358,308,572
"DCAF4L1",15,3,3
"RP11-814H16.2",0,1,1
"SLC30A9",297,181,317
"ATP1B1P1",0,0,1
"BEND4",0,2,8
"SHISA3",0,0,1
"ATP8A1",233,323,579
"RPS7P7",1,0,2
"CCNL2P1",24,12,23
"RP11-109E24.2",0,0,3
"RP11-109E24.1",4,16,56
"RP11-324J13.1",4,2,6
"KCTD8",0,0,0
"GUF1",142,74,154
"GNPDA2",229,139,274
"RP11-700J17.1",3,0,0
"RP11-700J17.2",5,4,1
"RAC1P2",44,53,71
"GABRA4",0,0,0
"GABRB1",2,0,1
"RP11-731J8.2",0,1,0
"COMMD8",817,617,1070
"ATP10D",35,85,199
"RP11-731J8.1",0,1,0
"CORIN",0,1,2
"RP11-100N21.1",21,17,13
"RP11-121C2.2",12,2,7
"NFXL1",114,70,114
"NIPAL1",6,0,4
"CNGA1",3,0,0
"TXK",989,232,480
"TEC",31,10,26
"SLAIN2",640,405,783
"SLC10A4",0,0,1
"FRYL",579,428,728
"OCIAD1",1755,984,1727
"OCIAD2",2567,1963,3071
"ANKRD20A17P",1,0,1
"DCUN1D4",165,82,165
"RP11-365H22.2",8,2,0
"LRRC66",1,0,0
"SGCB",73,99,146
"SPATA18",0,0,0
"USP46",167,52,94
"USP46-AS1",8,5,6
"DANCR",1469,686,1190
"RP11-177B4.1",3,0,5
"ERVMER34-1",0,0,0
"RASL11B",1,3,16
"SCFD2",83,46,72
"FIP1L1",757,632,1148
"LNX1",42,31,41
"RPL21P44",74,43,48
"RP11-571I18.4",5,3,4
"CHIC2",305,551,903
"RP11-571I18.5",1,0,3
"PDGFRA",0,0,0
"KIT",2,6,5
"KDR",1,0,0
"SRD5A3",84,57,103
"SRD5A3-AS1",2,3,5
"RP11-177J6.1",0,0,1
"TMEM165",812,703,1254
"CLOCK",227,102,192
"RN7SKP30",13,3,9
"RP11-528I4.2",1,0,1
"NMU",13,10,18
"EXOC1",400,376,582
"CEP135",466,361,535
"KIAA1211",0,0,0
"AASDH",257,165,287
"RP11-646I6.5",21,1,1
"PPAT",109,53,112
"RP11-646I6.6",3,0,1
"PAICS",296,128,198
"SRP72",1606,930,1453
"ARL9",3,1,2
"HOPX",1487,1391,2773
"RP11-630A13.4",0,4,9
"SPINK2",83,24,44
"REST",1355,999,1552
"RP11-738E22.3",4,2,2
"NOA1",468,191,389
"POLR2B",1067,586,1050
"IGFBP7",10,42,40
"RP11-16N2.1",0,0,0
"RP11-798L4.1",7,5,14
"RP11-621K7.1",5,4,6
"RPS15AP17",4,2,1
"EXOC5P1",17,20,17
"RP11-408P14.1",87,193,192
"RP11-584P21.2",20,4,12
"CENPC",1044,773,1263
"STAP1",12,8,14
"RP11-17P16.1",1,3,1
"UBA6",639,389,744
"UBA6-AS1",121,68,93
"RP11-453E17.3",0,1,0
"GCOM2",1,1,2
"APOOP4",0,0,0
"YTHDC1",1457,1280,2010
"MT2P1",4,0,6
"TMPRSS11E",0,6,0
"UGT2B17",1,0,0
"UGT2B15",0,0,0
"UGT2B10",0,1,2
"UGT2A3",0,0,0
"UGT2B7",0,0,0
"UGT2B11",0,0,0
"UGT2B4",0,7,4
"SULT1B1",75,7,8
"CSN1S1",0,0,0
"FDCSP",0,0,0
"ENAM",2,0,0
"UTP3",350,215,370
"RP11-46J23.1",7,3,5
"RUFY3",154,73,151
"GRSF1",811,668,989
"MOB1B",51,51,92
"DCK",1207,819,1445
"SLC4A4",38,32,64
"GC",0,26,9
"ADAMTS3",0,2,8
"COX18",204,79,156
"ANKRD17",491,441,640
"HMGA1P2",0,0,0
"RP11-692D12.1",5,2,2
"ALB",0,500,328
"AFP",0,6,0
"AFM",0,2,0
"RASSF6",16,0,1
"CXCL8",1,37,36
"CXCL6",0,0,0
"PF4V1",0,0,0
"CXCL1",0,2,2
"PF4",38,0,0
"PPBP",25,0,0
"CXCL5",0,0,0
"CXCL3",0,7,9
"RP11-629B11.4",4,2,0
"CXCL2",0,23,27
"MTHFD2L",153,85,145
"RP11-629B11.5",8,3,3
"EPGN",5,0,3
"EREG",3,11,17
"AREG",353,2909,4378
"BTC",0,0,0
"PARM1",2,0,5
"RP11-44F21.5",0,0,0
"RCHY1",328,329,512
"THAP6",274,210,334
"C4orf26",5,14,3
"CDKL2",4,24,24
"G3BP2",1945,2611,3413
"USO1",476,433,676
"RP11-556N4.1",0,1,3
"PPEF2",3,0,0
"NAAA",876,388,629
"SDAD1",929,448,712
"RP11-630D6.5",0,0,0
"CXCL9",0,4,43
"ART3",0,0,0
"CXCL10",0,5,30
"CXCL11",1,0,0
"NUP54",383,206,466
"SCARB2",268,121,222
"FAM47E",1,1,2
"SNX5P1",0,0,0
"SHROOM3",0,1,1
"SEPT11",407,509,721
"TXNP6",13,20,21
"CCNI",10038,4996,7919
"RP11-1E1.2",0,0,0
"CCNG2",98,348,413
"CXCL13",0,1986,7377
"CNOT6L",1406,1667,2830
"MRPL1",814,784,1318
"HMGB1P44",4,8,14
"FRAS1",0,0,0
"SERBP1P5",57,68,83
"ANXA3",1,0,0
"LINC01094",0,0,1
"RP11-109G23.1",0,1,0
"RP11-109G23.3",15,21,32
"BMP2K",41,42,62
"PAQR3",53,42,87
"LINC01088",0,0,0
"LINC00989",0,0,0
"ANTXR2",380,328,498
"PRDM8",43,43,64
"FGF5",1,0,0
"C4orf22",1,1,1
"BMP3",0,0,0
"PRKG2",8,4,2
"RASGEF1B",42,480,1115
"BIN2P1",4,1,5
"RP11-127B20.2",75,12,38
"HNRNPD",1940,1262,1951
"RP11-127B20.3",151,40,79
"HNRNPDL",7122,3901,6789
"ENOPH1",533,384,676
"TMEM150C",3,0,2
"RP11-791G16.2",40,13,18
"RP11-791G16.4",1,0,0
"SCD5",11,14,21
"SEC31A",783,432,765
"THAP9-AS1",282,197,329
"THAP9",16,6,15
"LIN54",118,62,107
"COPS4",538,389,719
"PLAC8",3222,695,1050
"RP11-576N17.5",1,1,1
"COQ2",74,106,150
"HPSE",51,94,105
"HELQ",287,146,208
"MRPS18C",989,600,971
"FAM175A",649,170,292
"CDS1",2,2,4
"WDFY3",0,3,2
"RN7SL552P",0,0,0
"WDFY3-AS1",0,0,0
"WDFY3-AS2",0,0,1
"ARHGAP24",5,4,4
"RP13-514E23.2",0,0,0
"MAPK10",0,1,3
"PTPN13",54,67,90
"RP11-397E7.1",0,1,0
"C4orf36",45,13,24
"RP11-397E7.2",0,0,1
"RP11-397E7.4",2,0,1
"AFF1",270,182,286
"TECRP1",42,35,36
"KLHL8",176,79,156
"RP11-476C8.2",0,0,0
"GAPDHP60",0,0,0
"HSD17B13",2,2,1
"HSD17B11",1800,713,1286
"RN7SL681P",0,0,0
"NUDT9",249,168,248
"SPARCL1",1,5,6
"RP11-742B18.1",0,0,0
"MEPE",0,0,0
"HSP90AB3P",324,303,567
"SPP1",0,27,45
"PKD2",29,52,72
"ABCG2",1,4,7
"PPM1K",1203,791,1406
"RP11-10L7.1",1,0,0
"HERC6",236,113,231
"HERC5",274,160,370
"PYURF",2529,1242,2097
"HERC3",159,142,259
"NAP1L5",102,97,192
"FAM13A-AS1",38,15,36
"FAM13A",128,40,64
"TIGD2",40,20,26
"RP11-84C13.2",1,1,1
"GPRIN3",730,759,1294
"RP11-115D19.1",3,0,0
"SNCA",11,5,5
"MMRN1",11,6,15
"CCSER1",18,2,12
"TMSB4XP8",1,2,0
"SMARCAD1",331,226,457
"HPGDS",25,9,21
"RP11-398J16.1",1,1,0
"PDLIM5",232,136,256
"BMPR1B",0,0,1
"UNC5C",0,1,0
"RP11-710C12.1",0,0,0
"RP11-145G20.1",7,6,5
"COX7A2P2",2,6,6
"STPG2",1,0,0
"RPL5P12",34,11,20
"RP11-323J4.1",0,0,3
"RAP1GDS1",461,417,700
"RP11-810D13.1",23,18,31
"TSPAN5",374,581,1032
"RP11-1299A16.3",2,6,14
"EIF4E",683,757,1268
"TBCAP3",0,5,1
"METAP1",351,255,446
"RP11-571L19.8",13,4,5
"ADH5",1157,618,972
"RP11-696N14.1",15,3,7
"ADH4",0,1,3
"ADH6",0,0,0
"ADH1A",0,2,2
"ADH1B",0,7,7
"ADH1C",0,4,5
"TRMT10A",96,78,104
"MTTP",0,1,1
"DAPP1",241,226,342
"AP001962.3",0,0,0
"LAMTOR3",302,277,473
"DNAJB14",1139,707,1372
"RP11-15B17.4",1,1,0
"H2AFZ",2929,2896,4952
"RP11-15B17.1",0,0,0
"DDIT4L",3,1,14
"EMCN",0,1,0
"PPP3CA",906,603,1156
"FLJ20021",59,49,72
"BANK1",5,10,5
"MTND5P5",0,0,1
"SLC39A8",409,199,291
"RP11-499E18.1",23,25,22
"AF213884.2",15,11,17
"NFKB1",363,529,766
"MANBA",229,86,152
"LRRC37A15P",3,0,2
"KRT8P46",0,0,1
"RP11-10L12.2",1,0,0
"UBE2D3",5720,3831,6165
"RP11-10L12.4",15,12,20
"CISD2",592,617,906
"SLC9B1",31,8,32
"SLC9B2",94,41,91
"BDH2",156,178,274
"CENPE",27,75,165
"RP11-328K4.1",0,0,0
"DDX3P3",1,1,7
"RP11-703G6.1",3,1,2
"CXXC4",2,0,2
"RP11-556I14.1",0,0,0
"AC004069.2",34,11,40
"TET2",203,232,369
"TET2-AS1",0,8,9
"RN7SL89P",0,2,1
"PPA2",669,419,641
"EEF1A1P9",6,1,2
"INTS12",206,132,225
"GSTCD",54,35,57
"NPNT",0,0,1
"RP11-710F7.3",3,1,7
"TBCK",159,77,135
"AIMP1",1694,932,1505
"DKK2",2,2,4
"PAPSS1",237,204,339
"SGMS2",0,5,3
"RP11-286E11.1",0,3,1
"CYP2U1",61,18,43
"RP11-286E11.2",3,2,2
"HADH",261,196,321
"LEF1",2467,355,897
"LEF1-AS1",104,3,13
"RPL34-AS1",12,5,7
"RPL34",199896,57207,99653
"OSTC",1638,1002,1760
"ETNPPL",0,0,0
"COL25A1",0,0,0
"SEC24B-AS1",31,7,19
"SEC24B",133,109,202
"RN7SL55P",151,53,103
"SETP20",0,0,0
"CDC42P4",2,0,2
"HIGD1AP14",0,0,3
"CASP6",460,211,387
"AC004067.5",7,0,3
"PLA2G12A",460,151,284
"CFI",0,0,0
"RP11-602N24.3",4,2,3
"GAR1",298,201,334
"LRIT3",1,0,1
"EGF",0,0,0
"ELOVL6",97,121,244
"RN7SL275P",1,0,0
"RP11-115A14.1",4,0,2
"HSBP1P2",1,0,2
"ENPEP",0,2,8
"ZNF969P",0,1,0
"C4orf32",111,112,175
"RP11-477G18.2",0,0,0
"RP11-73K9.2",10,2,10
"AP1AR",133,83,148
"RP11-73K9.3",0,2,2
"TIFA",358,348,524
"ALPK1",89,31,54
"TOX4P1",3,2,4
"NEUROG2",0,0,0
"ZGRF1",22,33,57
"RP11-402J6.3",6,8,13
"LARP7",1108,1099,1754
"RP11-148B6.1",0,0,0
"RPL7AP30",62,35,33
"ANK2",0,1,0
"RP11-119H12.4",0,0,1
"AC004057.1",77,141,146
"CAMK2D",257,194,354
"ARSJ",1,0,2
"RP11-26P13.2",0,0,0
"UGT8",3,1,5
"TRAM1L1",1,0,0
"NT5C3AP1",6,2,4
"NDST3",0,0,1
"SNHG8",4380,1891,3010
"PRSS12",0,1,0
"CEP170P1",4,1,2
"RP11-384K6.6",3,6,7
"RP11-384K6.8",0,0,0
"METTL14",233,184,318
"SEC24D",128,121,212
"SYNPO2",5,4,12
"RP11-358D17.2",0,0,0
"MYOZ2",0,0,1
"RP11-455G16.1",2,0,1
"USP53",450,194,368
"C4orf3",4357,2672,4495
"RP11-548H18.2",0,0,0
"RP11-33B1.4",0,0,2
"RP11-33B1.1",118,79,108
"RP11-33B1.3",4,1,3
"PDE5A",15,5,15
"MAD2L1",275,156,304
"RP11-679C8.2",17,3,7
"SAR1P3",0,0,0
"PRDM5",4,4,14
"NDNF",0,0,2
"TNIP3",90,331,487
"ANXA5",1730,1410,2593
"TMEM155",3,15,41
"PP12613",0,4,8
"EXOSC9",402,321,543
"CCNA2",19,9,37
"BBS7",82,59,107
"RP11-63B13.1",0,0,1
"TRPC3",0,3,9
"KIAA1109",706,478,792
"IL2",31,42,123
"IL21",1,10,21
"IL21-AS1",1,6,8
"BBS12",17,32,34
"FGF2",0,3,8
"RP11-170N16.2",0,1,0
"RP11-170N16.3",0,0,2
"NUDT6",30,19,44
"SPATA5",131,109,175
"SPRY1",98,357,614
"LINC01091",0,0,0
"RP11-93I21.3",0,0,0
"ANKRD50",2,0,0
"FAT4",0,0,0
"INTU",0,1,4
"HSPA4L",6,7,13
"RP11-50D9.1",1383,584,1040
"RP11-50D9.3",0,0,1
"PLK4",10,8,24
"MFSD8",204,79,198
"LARP1B",236,166,206
"RP11-214O14.1",0,0,0
"PGRMC2",406,382,494
"RP11-420A23.1",3,0,3
"RP11-130C6.1",0,0,0
"RP11-184M15.1",0,0,0
"JADRR",0,0,0
"JADE1",682,401,640
"SCLT1",196,214,343
"C4orf33",86,106,129
"RPL7AP28",0,0,0
"RP11-745L13.2",4,0,0
"RP11-789C2.1",0,0,1
"RP11-1E22.1",3,3,2
"PCDH10",0,0,0
"RP11-192C21.1",6,1,1
"RP11-553P9.2",0,0,0
"TERF1P3",0,0,0
"PCDH18",0,0,1
"RP13-884E18.2",0,0,0
"RP13-884E18.4",0,0,0
"SLC7A11",1,0,2
"LINC00500",0,0,0
"RP11-173E2.1",8,3,1
"RP11-371F15.3",0,0,0
"ELF2",796,375,633
"RN7SL382P",0,0,1
"PPP1R14BP3",0,1,0
"MGARP",0,3,5
"NDUFC1",1452,1060,1572
"NAA15",619,429,691
"RP11-83A24.2",647,235,443
"RP11-83A24.1",59,39,51
"RAB33B",190,104,232
"SETD7",85,135,153
"RP11-342I1.2",13,14,10
"MGST2",70,106,128
"H3F3AP6",5,12,16
"MAML3",23,10,21
"SCOC",610,259,443
"SCOC-AS1",54,14,27
"RPL14P3",7,2,1
"CLGN",0,0,0
"ELMOD2",163,153,210
"TBC1D9",0,1,4
"TNRC18P1",0,0,0
"RP11-102N12.3",1,1,3
"RNF150",0,0,0
"ZNF330",283,270,420
"RP11-362F19.1",2,0,2
"RP11-362F19.2",1,0,1
"RP11-362F19.3",0,0,0
"IL15",121,87,151
"INPP4B",1557,783,1383
"RPL5P13",58,19,28
"RP11-223C24.1",39,12,33
"RP11-284M14.1",9,4,12
"USP38",189,147,308
"GAB1",0,3,5
"RP11-364L4.1",4,4,3
"SMARCA5",1169,1090,1948
"SMARCA5-AS1",9,8,14
"GUSBP5",12,7,8
"FREM3",1,0,0
"GYPE",0,0,0
"RP11-673E1.1",0,0,0
"HHIP-AS1",0,0,2
"HHIP",0,0,1
"HSPD1P5",4,2,2
"ANAPC10",383,223,386
"ABCE1",833,488,804
"OTUD4",246,255,411
"RTN3P1",4,5,5
"RP11-142A22.3",3,2,4
"SMAD1",0,14,23
"MMAA",59,59,73
"ZNF827",128,95,180
"RP11-181K12.1",14,12,16
"RP11-203B7.2",0,0,0
"LINC01095",0,0,0
"LSM6",1205,908,1509
"RP11-6L6.4",0,1,2
"RP11-6L6.2",1,0,0
"SLC10A7",98,89,147
"EDNRA",0,0,1
"RP11-752L20.3",0,0,0
"RP11-425A23.1",0,0,2
"TMEM184C",123,109,174
"PRMT9",233,798,1292
"ARHGAP10",165,134,257
"RN7SL254P",0,0,0
"NR3C2",103,19,52
"RP11-503L19.1",1,0,1
"DCLK2",0,0,0
"LRBA",389,340,693
"RP11-174F8.1",1,0,1
"RP11-1336O20.2",0,0,1
"MAB21L2",0,1,0
"ZBTB8OSP1",1,1,0
"RPS3A",126361,30891,51504
"SH3D19",9,15,17
"RP11-372K14.2",45,8,15
"RP11-731D1.4",0,0,0
"FAM160A1",1,0,0
"RP11-164P12.5",0,0,0
"GATB",76,50,74
"RP11-164P12.3",0,0,0
"RP11-73G16.2",0,0,0
"RP11-73G16.1",2,0,0
"RP11-18H21.1",1326,275,555
"RP11-461L13.3",1,2,2
"FBXW7",413,419,604
"DKFZP434I0714",76,19,40
"RP11-555K12.1",5,5,2
"TMEM154",633,451,789
"RP11-768B22.2",0,0,2
"TIGD4",5,1,3
"ARFIP1",203,161,250
"RP11-529H22.1",0,1,0
"FHDC1",0,0,1
"TRIM2",66,21,21
"ANXA2P1",0,0,0
"MND1",7,7,8
"RN7SL419P",5,0,1
"KIAA0922",421,197,406
"RP11-153M7.3",0,0,0
"TLR2",7,3,9
"RNF175",7,0,0
"SFRP2",0,0,0
"PLRG1",419,305,568
"FGB",0,38,30
"FGA",0,22,6
"FGG",0,51,11
"LRAT",1,2,1
"MAP9",262,111,241
"GUCY1A3",1,1,1
"RP11-588K22.2",0,0,0
"GUCY1B3",2,0,0
"TDO2",0,1,7
"CTSO",184,114,203
"PDGFC",0,1,3
"GLRB",0,0,0
"GRIA2",0,0,0
"RP11-597D13.2",0,0,0
"FAM198B",1,0,3
"RP11-597D13.9",0,0,0
"NUDT19P5",0,0,0
"RP11-597D13.8",0,0,0
"TMEM144",1,0,1
"RP11-597D13.7",3,0,1
"C4orf46",48,54,110
"ETFDH",285,191,297
"U3.14",0,0,0
"PPID",631,422,665
"FNIP2",98,51,88
"RP11-815N9.2",2,0,1
"RAPGEF2",72,65,84
"NAF1",154,162,411
"NPY1R",0,0,0
"TKTL2",0,0,0
"TMA16",413,353,604
"MARCH1",6,10,12
"RP11-218F10.3",7,0,6
"RP11-606P2.1",0,0,0
"RP11-39C10.1",0,1,0
"ANP32C",2,2,1
"LINC01207",2,0,1
"NACA3P",112,48,73
"TRIM61",41,19,33
"FAM218A",24,7,8
"RP11-366M4.11",1,1,3
"RP11-366M4.1",79,41,56
"RP11-366M4.17",1,0,0
"TMEM192",292,151,250
"KLHL2",37,94,85
"MSMO1",168,198,391
"CPE",3,286,45
"HADHAP1",1,0,1
"NOL8P1",0,0,0
"RP11-511B7.1",0,1,0
"TLL1",0,0,0
"SPOCK3",0,0,1
"ANXA10",0,1,2
"DDX60",246,245,461
"DDX60L",377,198,439
"PALLD",3,4,7
"RP11-635L1.2",0,0,0
"CBR4",365,166,273
"SH3RF1",1,0,1
"NEK1",270,187,360
"CLCN3",250,177,269
"PTGES3P3",2,1,0
"MFAP3L",2,1,1
"AADAT",0,0,0
"HSP90AA6P",0,3,1
"GALNTL6",0,1,0
"RP11-10K16.1",4,1,6
"GALNT7",180,105,206
"RP11-798M19.3",0,1,1
"HMGB2",3381,2937,5112
"RP11-798M19.6",221,75,180
"SAP30",105,147,268
"SCRG1",40,37,76
"RPL5P11",0,0,0
"HAND2",0,0,0
"HAND2-AS1",1,2,1
"MORF4",18,62,59
"RP11-161D15.2",1,0,0
"FBXO8",152,162,254
"CEP44",203,114,202
"HPGD",326,512,665
"RP11-440I14.2",0,0,1
"RP11-440I14.3",0,0,3
"GLRA3",0,0,1
"ADAM29",2,2,7
"GPM6A",1,0,0
"WDR17",2,0,0
"SPATA4",0,0,0
"RP11-87F15.2",2,0,0
"SPCS3",1172,895,1496
"VEGFC",0,0,0
"NEIL3",6,9,18
"AGA",398,254,454
"RP11-130F10.1",7,1,3
"TENM3",0,0,0
"RP11-188P17.2",0,1,1
"DCTD",566,350,685
"FAM92A1P2",0,3,0
"WWC2-AS2",0,0,0
"WWC2",37,3,13
"CLDN22",0,0,0
"CDKN2AIP",422,241,523
"RP11-367N14.2",4,1,7
"ING2",254,157,301
"RP11-367N14.3",1,0,1
"RWDD4",318,220,405
"TRAPPC11",127,87,117
"STOX2",0,0,0
"ENPP6",0,0,0
"RP11-290F5.2",0,2,3
"RP11-290F5.1",3,0,5
"IRF2",834,862,1362
"RP11-326I11.5",1,1,2
"RP11-326I11.3",142,88,156
"RP11-326I11.4",0,4,3
"RP11-242J7.1",1,2,1
"CASP3",155,346,898
"PRIMPOL",137,93,174
"CENPU",20,41,73
"ACSL1",29,93,123
"SLED1",0,0,1
"RP11-701P16.2",1,0,0
"SLC25A4",178,152,271
"CFAP97",1795,800,1206
"SNX25",33,45,69
"LRP2BP",90,46,68
"ANKRD37",57,394,632
"UFSP2",486,304,428
"C4orf47",1,2,0
"CCDC110",6,0,3
"RP11-279O9.4",1,1,3
"PDLIM3",1,1,0
"SORBS2",4,3,4
"RP11-301L8.2",1,0,0
"TLR3",24,19,38
"FAM149A",0,0,5
"FLJ38576",28,15,34
"CYP4V2",283,105,213
"KLKB1",11,1,4
"F11",1,0,0
"FAT1",0,0,0
"RP11-138B4.1",1,0,1
"ZFP42",0,1,1
"RP11-756P10.3",9,12,20
"RP11-756P10.6",0,3,1
"HSP90AA4P",0,1,1
"LINC01262",0,0,0
"RP11-462G22.2",0,0,0
"AF146191.4",0,3,1
"FRG1",1165,958,1326
"AGGF1P1",22,6,7
"PLEKHG4B",1,1,2
"CTD-2083E4.7",1,0,0
"CCDC127",159,146,191
"CTD-2083E4.4",41,19,45
"SDHA",1071,789,1204
"CTD-2083E4.6",0,2,2
"PDCD6",1561,988,1658
"CTD-2083E4.5",3,4,3
"AHRR",2,1,3
"EXOC3-AS1",70,35,65
"EXOC3",218,163,223
"PP7080",359,78,155
"CTD-2228K2.7",4,2,4
"CEP72",19,11,16
"TPPP",15,7,14
"CTD-2589H19.6",1,0,0
"ZDHHC11B",11,4,4
"ZDHHC11",6,2,4
"BRD9",621,595,823
"TRIP13",3,10,13
"RP11-43F13.3",1,0,0
"NKD2",0,1,0
"SLC12A7",94,52,88
"CTD-3080P12.3",0,0,0
"TERT",0,0,2
"CLPTM1L",151,208,268
"LINC01511",0,1,0
"RP11-325I22.3",33,16,33
"SLC6A3",0,0,1
"LPCAT1",298,199,278
"SDHAP3",0,2,0
"CTD-2012J19.3",0,0,1
"RP11-43F13.1",169,88,185
"CTD-2012J19.1",4,2,4
"MRPL36",553,399,628
"NDUFS6",1605,1254,2026
"LSINCT5",3,2,2
"ADAMTS16",0,0,0
"ICE1",509,308,530
"HMGB3P3",1,0,0
"MED10",2469,991,1790
"UBE2QL1",0,0,0
"NSUN2",253,189,352
"SRD5A1",62,70,123
"PAPD7",58,53,89
"Metazoa-SRP.39",1,2,0
"ADCY2",1,0,2
"MTRR",260,105,197
"FASTKD3",83,58,83
"CTD-2072I24.1",1,0,0
"RP11-480D4.6",4,2,1
"MIR4458HG",200,127,182
"SEMA5A",9,1,2
"SNHG18",21,1,3
"CTD-2199O4.1",1,1,0
"CTD-2199O4.6",1,1,0
"FAM173B",60,63,79
"CTD-2256P15.1",0,1,1
"CCT5",1043,757,1303
"CTD-2256P15.4",0,2,2
"CMBL",14,11,11
"CTD-2256P15.2",23,5,21
"MARCH6",1154,640,1317
"ROPN1L",21,4,7
"LINC01513",7,0,0
"RPL30P7",10,2,2
"ANKRD33B",6,7,9
"CTD-2154B17.2",0,0,0
"DAP",475,279,488
"CTD-2154B17.4",1,0,0
"CTNND2",0,0,0
"TRIO",7,5,15
"FAM105A",343,349,587
"CTD-2165H16.3",0,0,3
"CCT6P2",3,3,2
"EEF1A1P13",2,0,1
"CTD-2165H16.4",23,9,24
"OTULIN",246,537,686
"ANKH",431,312,443
"RBBP4P1",4,3,4
"CTB-40H15.4",2,1,2
"FBXL7",0,0,0
"ZNF622",553,439,839
"FAM134B",384,186,322
"RP11-260E18.1",7,0,3
"CTC-461F20.1",2,0,2
"MYO10",23,2,10
"BASP1",6,52,61
